0,0,0
5,17,626.0
5,18,1415.0
5,19,1087.0
5,20,1007.0
5,21,1058.0
5,22,274.0
5,23,5.0
6,0,28.0
6,1,1514.0
6,2,34.0
6,3,46.0
6,4,567.0
6,5,289.0
6,6,43.0
6,7,10.0
6,8,45.0
6,9,439.0
6,10,2843.0
6,11,1899.0
6,12,1071.0
6,13,1060.0
6,14,1114.0
6,15,1492.0
6,16,1549.0
6,17,1037.0
6,18,1010.0
6,19,1032.0
6,20,1094.0
6,21,1122.0
6,22,175.0
6,23,48.0
0,0,2.0
0,1,35.0
0,2,0.0
0,3,34.0
0,4,757.0
0,5,28.0
0,6,5.0
0,7,710.0
0,8,1791.0
0,9,1375.0
0,10,1050.0
0,11,1087.0
0,12,1081.0
0,13,1074.0
0,14,1043.0
0,15,1110.0
0,16,1079.0
0,17,1067.0
0,18,1030.0
0,19,546.0
0,20,825.0
0,21,223.0
0,22,531.0
0,23,1219.0
1,0,547.0
1,1,59.0
1,2,38.0
1,3,10.0
1,4,43.0
1,5,10.0
1,6,41.0
1,7,444.0
1,8,3158.0
1,9,1336.0
1,10,85.0
1,11,2061.0
1,12,175.0
1,13,37.0
1,14,45.0
1,15,143.0
1,16,1125.0
1,17,1056.0
1,18,1082.0
1,19,702.0
1,20,1614.0
1,21,747.0
1,22,70.0
1,23,10.0
2,0,43.0
2,1,10.0
2,2,518.0
2,3,52.0
2,4,28.0
2,5,12.0
2,6,0.0
2,7,311.0
2,8,1634.0
2,9,1118.0
2,10,1257.0
2,11,2572.0
2,12,1086.0
2,13,1108.0
2,14,998.0
2,15,12.0
2,16,19.0
2,17,0.0
2,18,662.0
2,19,1031.0
2,20,1058.0
2,21,1024.0
2,22,1071.0
2,23,1087.0
3,0,1088.0
3,1,1122.0
3,2,1032.0
3,3,30.0
3,4,0.0
3,5,23.0
3,6,8.0
3,7,0.0
3,8,335.0
3,9,2274.0
3,10,1490.0
3,11,0.0
3,12,460.0
3,13,1425.0
3,14,572.0
3,15,10.0
3,16,1080.0
3,17,729.0
3,18,1048.0
3,19,993.0
3,20,542.0
3,21,517.0
3,22,12.0
3,23,19.0
4,0,0.0
4,1,31.0
4,2,0.0
4,3,31.0
4,4,0.0
4,5,557.0
4,6,8.0
4,7,224.0
4,8,1761.0
4,9,1656.0
4,10,1085.0
4,11,987.0
4,12,672.0
4,13,0.0
4,14,396.0
4,15,1075.0
4,16,1106.0
4,17,631.0
4,18,265.0
4,19,1036.0
4,20,1524.0
4,21,1556.0
4,22,23.0
4,23,8.0
5,0,2.0
5,1,29.0
5,2,0.0
5,3,31.0
5,4,124.0
5,5,452.0
5,6,3.0
5,7,651.0
5,8,1081.0
5,9,1066.0
5,10,547.0
5,11,649.0
5,12,584.0
5,13,1078.0
5,14,1063.0
5,15,1101.0
5,16,1204.0
5,17,2016.0
5,18,1042.0
5,19,1084.0
5,20,1066.0
5,21,353.0
5,22,896.0
5,23,1698.0
6,0,1082.0
6,1,1477.0
6,2,703.0
6,3,9.0
6,4,3.0
6,5,28.0
6,6,0.0
6,7,31.0
6,8,0.0
6,9,886.0
6,10,1550.0
6,11,1132.0
6,12,504.0
6,13,2174.0
6,14,695.0
6,15,2230.0
6,16,1043.0
6,17,31.0
6,18,36.0
6,19,0.0
6,20,0.0
6,21,35.0
6,22,0.0
6,23,27.0
0,0,186.0
0,1,693.0
0,2,36.0
0,3,0.0
0,4,0.0
0,5,37.0
0,6,0.0
0,7,29.0
0,8,663.0
0,9,0.0
0,10,35.0
0,11,1285.0
0,12,1631.0
0,13,1156.0
0,14,646.0
0,15,956.0
0,16,1659.0
0,17,490.0
0,18,663.0
0,19,305.0
0,20,374.0
0,21,2479.0
0,22,980.0
0,23,74.0
1,0,11.0
1,1,46.0
1,2,11.0
1,3,10.0
1,4,577.0
1,5,2.0
1,6,15.0
1,7,164.0
1,8,753.0
1,9,1453.0
1,10,1036.0
1,11,1052.0
1,12,1088.0
1,13,1055.0
1,14,2651.0
1,15,1142.0
1,16,1094.0
1,17,1086.0
1,18,1063.0
1,19,1076.0
1,20,1611.0
1,21,1566.0
1,22,36.0
1,23,0.0
2,0,0.0
2,1,35.0
2,2,0.0
2,3,10.0
2,4,26.0
2,5,594.0
2,6,28.0
2,7,290.0
2,8,1064.0
2,9,1097.0
2,10,1049.0
2,11,1059.0
2,12,805.0
2,13,0.0
2,14,2.0
2,15,33.0
2,16,0.0
2,17,20.0
2,18,15.0
2,19,0.0
2,20,1088.0
2,21,41.0
2,22,0.0
2,23,34.0
3,0,726.0
3,1,4.0
3,2,31.0
3,3,0.0
3,4,21.0
3,5,14.0
3,6,0.0
3,7,156.0
3,8,1693.0
3,9,1051.0
3,10,34.0
3,11,0.0
